[["ПОВІТРЯ","ПОТІК","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","стиснене повітря, розгерметизувати, випускати, пихкати, бризкати, тріпотіти, продувати"],
["МУЗИКА","ДЕРЕВ'ЯНІ ДУХОВІ ІНСТРУМЕНТИ","MUSCWind","MUSC","Woodwind instruments like flute, oboe, bassoon, clarinet.","флейта, пікколо, гобой, фагот, магнітофон, кларнет, саксофон, бас-кларнет, ней, бансурі, кавал, пан-флейта, сяо, фіфа, "],
["СТИХІЙНЕ ЛИХО","ЛАВИНА","NATDAval","NATD","Composite big movements of sliding, falling earth, landslides, mudslides. This category often for big hollywood versions of these types of sound.","зсув, селевий потік"],
["СТИХІЙНЕ ЛИХО","ЗЕМЛЕТРУС","NATDQuak","NATD","Composite and complex earthquake rumbles and rattles. This category often for big hollywood versions of these types of sound.","землетрус, гуркіт, брязкальце, тріщина, lfe"],
["СТИХІЙНЕ ЛИХО","РІЗНЕ","NATDMisc","NATD","Natural Disaster sounds not fitting another category in this list.","різне"],
["СТИХІЙНЕ ЛИХО","СМЕРЧ","NATDTorn","NATD","Composite tornado sounds, layered and created massive tornadoes. This category often for big hollywood versions of these types of sound.","смерч, вихор, водоспад"],
["СТИХІЙНЕ ЛИХО","ЦУНАМІ","NATDTsun","NATD","Composite tidal wave or tsunami scenes, layered and created. This category often for big hollywood versions of these types of sound.","приливна хвиля, цунамі"],
["СТИХІЙНЕ ЛИХО","ТАЙФУН","NATDThyp","NATD","Composite typhoons, cyclones or hurricanes. Massive swirling storms. This category often for big hollywood versions of these types of sound.","тайфун, ураган, циклон, тропічний шторм"],
["СТИХІЙНЕ ЛИХО","ВУЛКАН","NATDVolc","NATD","Composite big volcano eruptions. Lava, lava bombs, eruptions. This category often for big hollywood versions of these types of sound. See also GEOTHERMAL-LAVA.","виверження, лава, лавові бомби, виверження, пірокласт"],
["РЕЧІ","СУМКА","OBJBag","OBJ","Bags and purses, shopping bags, lunch bags. Really any bag, except Luggage which would go to OBJECTS-LUGGAGE.","речовий мішок, рюкзак, ранець, гаманець, сумочка, сумка через плече, сумка для фотоапарата"],
["РЕЧІ","книга","OBJBook","OBJ","Books, magazines, sounds relating to these. Handling particularly. Some overlap or confusion with PAPER-HANDLE.","книга, обкладинка, журнал, каталог, підручник, словник, томик, том, біблія, видання"],
["РЕЧІ","МОНЕТА","OBJCoin","OBJ","Coins land, toss, drop, handle. Coins being counted, sorted. A bag of coins.","кидати, підкидати, підкидати, підкидати, крутити, скарбничка, дзвеніти, карбування, дрібниця, розмін, срібний долар, пенні, п'ятак, нікель, десятка, четвертак"],
["РЕЧІ","КОНТЕЙНЕР","OBJCont","OBJ","Boxes, tupperware, jewelry boxes, things that hold things, lids, handling, opens and closes.","коробка, картонна коробка, контейнер, пакет, скринька, пластиковий контейнер, кришка, посуд, капсула, хлібник, каністра, ящик для інструментів, пігулка"],
["РЕЧІ","МОДА","OBJFash","OBJ","Shoes, belts, clothes, actions involding fashion objects. Makeup, lipstick, etc. Some overlap possible with CLOTH categories. See also OBJECTS-JEWELRY. And OBJECTS-BAG.","туфлі, черевики, туш, помада, косметика, ремінь, пояс, шарф, шарф, підбори, підводка, сонцезахисні окуляри, окуляри, гаманець, шапка, рукавички, годинник, шаль, шкарпетки, бандана, пов'язка на голову, краватки, муфти, підтяжки, халат, хустинка"],
["РЕЧІ","МЕБЛІ","OBJFurn","OBJ","Chairs movement, couch movement, things like that. Wood chair creaks could go in WOOD-FRICTION.","честерфілд, диван, крісло-гойдалка, стіл, стілець, крісло, табурет, шафа, книжкова шафа, ліжко, кушетка, скриня"],
["РЕЧІ","САД","OBJGrdn","OBJ","Flower pots, bird feeders, things that you might find and use in a garden. See also TOOLS-GARDEN and MACHINES-GARDEN.","квітковий горщик, садова скульптура, шланг, кран, лійка, годівниця для птахів, компостер"],
["РЕЧІ","ТРЕНАЖЕРНИЙ ЗАЛ","OBJGym","OBJ","Objects found in a fitness center or school gym, maybe a yoga mat, dumbells. See also MACHINES-GYM.","гиря, гантель, штанга, мат, силова лава, скакалка, м'яч для тренування, килимок для йоги, силова лава, резинка, гиря, фітнес-м'яч, м'яч для тренування"],
["РЕЧІ","ДІМ","OBJHsehld","OBJ","Cleaning products, hangers, towel racks, things around the house that don't fit somewhere else.","домашній, домашній, домашній"],
["РЕЧІ","ЮВЕЛІРНІ ВИРОБИ","OBJJewl","OBJ","Bracelets, necklaces, rings.","браслет, намисто, корона, сережка, перстень, каблучка, сережки, кулон, шпилька для краватки, запонки"],
["РЕЧІ","КЛЮЧІ","OBJKey","OBJ","Keys jingling, keys movement in lock.","брелок, зв'язка ключів, шнурок"],
["РЕЧІ","БАГАЖ","OBJLug","OBJ","Suitcases, luggage related sounds, handling, opening, packing.","валіза, багаж, спортивна сумка, речовий мішок, речовий мішок"],
["РЕЧІ","МЕДИЦИНА","OBJMed","OBJ","Common objects in hospital or medical office.","ручний тонометр, стетоскоп, гумові рукавички, затискач, шприц, пінцет"],
["РЕЧІ","РІЗНЕ","OBJMisc","OBJ","Object sounds not fitting another category in this list.","різне"],
["РЕЧІ","ОФІС","OBJOffc","OBJ","Things found in an office, staplers, paper cutter etc. Not machines like a printer which would go in MACHINES-OFFICE.","степлер, різак для паперу, дирокол, ножиці, лоток для паперу, прес-пап'є, папка, швидкозшивач, звіт"],
["РЕЧІ","УПАКОВКА","OBJPack","OBJ","Items commonly used in packaging or packing, so bubblewrap, styrofoam, labels, food packaging.","картон, пінопласт, пакувальний арахіс, етикетки, пакувальний папір, бульбашкова плівка"],
["РЕЧІ","КЛЕЙКА СТРІЧКА","OBJTape","OBJ","Tape and other tacky sticky type sounds as well. Velco probably better into CLOTH-RIP as that matches the 'sound' better.","скотч, липучки, мухобойка, клей, пакувальна стрічка, малярний скотч, ізолента, клейка стрічка, скотч, подвійний скотч"],
["РЕЧІ","ПАРАСОЛЬКА","OBJUmbr","OBJ","Umbrella opens and closes. Not for rain on umbrella, which would go in RAIN-CLOTH.","трясти, шарудіти, хлопати, стукати"],
["РЕЧІ","НА КОЛЕСАХ","OBJWhled","OBJ","Non-motorized wheeled carts and dollies. Shopping cart, food cart, baggage cart, baby stroller, dolly, wheelchairs.","коляска, перамбулятор, дитяча коляска, інвалідний візок, візок, коляска, візок, каталка, візок, каталка"],
["РЕЧІ","ПИСАННЯ","OBJWrite","OBJ","Any writing object or performance of writing on any surface. Pens, pencils, crayons, markers.","ручка, олівець, маркер, крейда, крейда, крейда, дошка для стирання, фломастер, підпис"],
["РЕЧІ","БЛИСКАВКА","OBJZipr","OBJ","Pant zippers, bag zippers, luggage zippers.","блискавка, штани, куртка, намет, сумка"],
["ПАПІР","ШЕЛЕСТ ПРИ ПАДІННІ","PAPRFltr","PAPR","Paper and Cardboard. Tossing a group of pages or a book in the air, money flutters as it falls to the ground. Confetti.","тріпотіти, махати, падати, конфетті, картон, папір"],
["ПАПІР","ТЕРТЯ","PAPRFric","PAPR","Paper and Cardboard. Sliding paper or scraping paper.","ковзання, скребти, картон, папір"],
["ПАПІР","ВЗАЄМОДІЯ","PAPRHndl","PAPR","Paper and Cardboard. Page turns, magazine handling. Books dropping. Handling paper money. Some overlap or confusion with OBJECTS-BOOK.","перегортати, гортати, перевертати, переглядати, переглядати, картон, папір"],
["ПАПІР","УДАР","PAPRImpt","PAPR","Paper and Cardboard. Heavy paper hits, a rolled up newspaper thwack, a magazine hitting something.","папір вдарити, шльопнути, ляснути, газета, журнал, картон, папір"],
["ПАПІР","РІЗНЕ","PAPRMisc","PAPR","Paper and Cardboard. Paper sounds not fitting another category in this list.","різне"],
["ПАПІР","РОЗРИВАННЯ","PAPRRip","PAPR","Paper and Cardboard. Ripping paper, paper tears.","рвати, розривати, шматувати, картон, папір"],
["ПАПІР","ТОНАЛЬНЕ","PAPRTonl","PAPR","Paper and Cardboard. Not very common, but tonal paper sounds.","тональний, співочий, дзвінкий, паперовий, картонний"],
