[["ВОЗДУХ","ПОТОК","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","сжатый воздух, разгерметизация, выпуск, пыхтение, распыление, трепыхание, продувка"],
["МУЗЫКА","ДЕРЕВЯННЫЕ ДУХОВЫЕ ИНСТРУМЕНТЫ","MUSCWind","MUSC","Woodwind instruments like flute, oboe, bassoon, clarinet.","флейта, пикколо, гобой, фагот, рекордер, кларнет, саксофон, бас-кларнет, ней, бансури, кавал, пан-флейта, сяо, фифа, "],
["СТИХИЙНОЕ БЕДСТВИЕ","ЛАВИНА","NATDAval","NATD","Composite big movements of sliding, falling earth, landslides, mudslides. This category often for big hollywood versions of these types of sound.","оползень, селевой поток"],
["СТИХИЙНОЕ БЕДСТВИЕ","ЗЕМЛЕТРЯСЕНИЕ","NATDQuak","NATD","Composite and complex earthquake rumbles and rattles. This category often for big hollywood versions of these types of sound.","землетрясение, грохот, скрежет, трещина, lfe"],
["СТИХИЙНОЕ БЕДСТВИЕ","РАЗНОЕ","NATDMisc","NATD","Natural Disaster sounds not fitting another category in this list.","разное"],
["СТИХИЙНОЕ БЕДСТВИЕ","СМЕРЧ","NATDTorn","NATD","Composite tornado sounds, layered and created massive tornadoes. This category often for big hollywood versions of these types of sound.","смерч, вихрь, водяной смерч"],
["СТИХИЙНОЕ БЕДСТВИЕ","ЦУНАМИ","NATDTsun","NATD","Composite tidal wave or tsunami scenes, layered and created. This category often for big hollywood versions of these types of sound.","приливная волна, цунами"],
["СТИХИЙНОЕ БЕДСТВИЕ","ТАЙФУН","NATDThyp","NATD","Composite typhoons, cyclones or hurricanes. Massive swirling storms. This category often for big hollywood versions of these types of sound.","тайфун, ураган, циклон, тропический шторм"],
["СТИХИЙНОЕ БЕДСТВИЕ","ВУЛКАН","NATDVolc","NATD","Composite big volcano eruptions. Lava, lava bombs, eruptions. This category often for big hollywood versions of these types of sound. See also GEOTHERMAL-LAVA.","извержение, лава, лавовые бомбы, извержения, пирокласт"],
["ВЕЩИ","СУМКА","OBJBag","OBJ","Bags and purses, shopping bags, lunch bags. Really any bag, except Luggage which would go to OBJECTS-LUGGAGE.","вещмешок, рюкзак, рюкзак, кошелек, сумочка, сумка через плечо, сумка для фотоаппарата"],
["ВЕЩИ","книга","OBJBook","OBJ","Books, magazines, sounds relating to these. Handling particularly. Some overlap or confusion with PAPER-HANDLE.","книга, обложка, журнал, каталог, учебник, словарь, томик, том, библия, издание"],
["ВЕЩИ","МОНЕТА","OBJCoin","OBJ","Coins land, toss, drop, handle. Coins being counted, sorted. A bag of coins.","подбрасывать, подбрасывать, подбрасывать, подбрасывать, крутить, копилка, звенеть, монета, мелочь, мелочь, серебряный доллар, пенни, никель, десятицентовик, четвертак"],
["ВЕЩИ","КОНТЕЙНЕР","OBJCont","OBJ","Boxes, tupperware, jewelry boxes, things that hold things, lids, handling, opens and closes.","коробка, картонная коробка, контейнер, пакет, коробка для драгоценностей, пластиковый контейнер, крышка, таппервер, капсула, хлебница, канистра, ящик для инструментов, коробка для таблеток"],
["ВЕЩИ","МОДА","OBJFash","OBJ","Shoes, belts, clothes, actions involding fashion objects. Makeup, lipstick, etc. Some overlap possible with CLOTH categories. See also OBJECTS-JEWELRY. And OBJECTS-BAG.","туфли, сапоги, тушь, помада, косметика, ремень, поясок, шарф, туфли на высоких каблуках, подводка для глаз, солнцезащитные очки, очки, бумажник, шляпа, перчатки, часы, платок, носки, бандана, повязка на голову, галстуки, муфты, подтяжки, халат, носовой платок"],
["ВЕЩИ","МЕБЕЛЬ","OBJFurn","OBJ","Chairs movement, couch movement, things like that. Wood chair creaks could go in WOOD-FRICTION.","кресло, диван, кресло-качалка, стол, стул, диван, табурет, шкаф, книжный шкаф, кровать, кушетка, сундук"],
["ВЕЩИ","САД","OBJGrdn","OBJ","Flower pots, bird feeders, things that you might find and use in a garden. See also TOOLS-GARDEN and MACHINES-GARDEN.","цветочный горшок, садовая скульптура, шланг, кран, лейка, кормушка для птиц, компостер"],
["ВЕЩИ","СПОРТЗАЛ","OBJGym","OBJ","Objects found in a fitness center or school gym, maybe a yoga mat, dumbells. See also MACHINES-GYM.","гиря, гантель, штанга, коврик, скамья для жима, скакалка, мяч для упражнений, коврик для йоги, скамья для жима, резистивная лента, гиря, мяч для фитнеса, мяч для упражнений"],
["ВЕЩИ","ДОМ","OBJHsehld","OBJ","Cleaning products, hangers, towel racks, things around the house that don't fit somewhere else.","дом, жилище, дом"],
["ВЕЩИ","ЮВЕЛИРНЫЕ ИЗДЕЛИЯ","OBJJewl","OBJ","Bracelets, necklaces, rings.","браслет, ожерелье, корона, серьги, кольцо, нозеринг, кулон, булавка для галстука, запонки"],
["ВЕЩИ","КЛЮЧИ","OBJKey","OBJ","Keys jingling, keys movement in lock.","брелок, связка ключей, шнурок"],
["ВЕЩИ","БАГАЖ","OBJLug","OBJ","Suitcases, luggage related sounds, handling, opening, packing.","чемодан, багаж, вещевой мешок, вещмешок"],
["ВЕЩИ","МЕДИЦИНА","OBJMed","OBJ","Common objects in hospital or medical office.","ручной измеритель артериального давления, стетоскоп, резиновые перчатки, зажим, шприц, пинцет"],
["ВЕЩИ","РАЗНОЕ","OBJMisc","OBJ","Object sounds not fitting another category in this list.","разное"],
["ВЕЩИ","ОФИС","OBJOffc","OBJ","Things found in an office, staplers, paper cutter etc. Not machines like a printer which would go in MACHINES-OFFICE.","степлер, резак для бумаги, дырокол, ножницы, лоток для бумаги, пресс-папье, папка, скоросшиватель, отчет"],
["ВЕЩИ","УПАКОВКА","OBJPack","OBJ","Items commonly used in packaging or packing, so bubblewrap, styrofoam, labels, food packaging.","картон, пенополистирол, упаковочный арахис, этикетки, упаковочная бумага, пузырчатая пленка"],
["ВЕЩИ","КЛЕЙКАЯ ЛЕНТА","OBJTape","OBJ","Tape and other tacky sticky type sounds as well. Velco probably better into CLOTH-RIP as that matches the 'sound' better.","лента, липучка, флизелин, клей, упаковочная лента, малярный скотч, клейкая лента, скотч, клейкая лента, скотч, клейкая лента"],
["ВЕЩИ","ЗОНТИК","OBJUmbr","OBJ","Umbrella opens and closes. Not for rain on umbrella, which would go in RAIN-CLOTH.","трястись, шуршать, хлопать, стучать"],
["ВЕЩИ","НА КОЛЕСАХ","OBJWhled","OBJ","Non-motorized wheeled carts and dollies. Shopping cart, food cart, baggage cart, baby stroller, dolly, wheelchairs.","коляска, прогулочная коляска, детская коляска, инвалидная коляска, тележка, каталка"],
["ВЕЩИ","ПИСАНИЕ","OBJWrite","OBJ","Any writing object or performance of writing on any surface. Pens, pencils, crayons, markers.","ручка, карандаш, маркер, мел, мелок, стирательная доска, шарпи, подпись"],
["ВЕЩИ","МОЛНИЯ","OBJZipr","OBJ","Pant zippers, bag zippers, luggage zippers.","молния, брюки, куртка, палатка, сумка"],
["БУМАГА","ШЕЛЕСТ ПРИ ПАДЕНИИ","PAPRFltr","PAPR","Paper and Cardboard. Tossing a group of pages or a book in the air, money flutters as it falls to the ground. Confetti.","порхать, хлопать, падать, конфетти, картон, бумага"],
["БУМАГА","ТРЕНИЕ","PAPRFric","PAPR","Paper and Cardboard. Sliding paper or scraping paper.","скольжение, скрежет, картон, бумага"],
["БУМАГА","ВЗАИМОДЕЙСТВИЕ","PAPRHndl","PAPR","Paper and Cardboard. Page turns, magazine handling. Books dropping. Handling paper money. Some overlap or confusion with OBJECTS-BOOK.","переворачивать, страница, листать, просматривать, просмотреть, картон, бумага"],
["БУМАГА","УДАР","PAPRImpt","PAPR","Paper and Cardboard. Heavy paper hits, a rolled up newspaper thwack, a magazine hitting something.","бумажный удар, шлепок, пощечина, газета, журнал, картон, бумага"],
["БУМАГА","РАЗНОЕ","PAPRMisc","PAPR","Paper and Cardboard. Paper sounds not fitting another category in this list.","разное"],
["БУМАГА","РАЗРЫВАНИЕ","PAPRRip","PAPR","Paper and Cardboard. Ripping paper, paper tears.","рвать, разрывать, измельчать, картон, бумага"],
["БУМАГА","ТОНАЛЬНОЕ","PAPRTonl","PAPR","Paper and Cardboard. Not very common, but tonal paper sounds.","тональный, петь, звенеть, бумага, картон"],
["ПЛАСТИК","ЛОМАНИЕ","PLASBrk","PLAS","Plastic breaking, crunches, rips, shatters.","ломаться, трескаться, рваться, разбиваться, хрустеть"],
["ПЛАСТИК","РАЗБИВАНИЕ И ОБЛОМКИ","PLASCrsh","PLAS","Plastic crashing, groups items falling, group destruction, plastic debris.","падение, крушение, обломки"],
["ПЛАСТИК","ТРЕНИЕ","PLASFric","PLAS","Plastic friction, such as scrapes, creaks, squeaks, screeching.","напряжение, скрежет, скрип, скрип, скрип, скрип"],
